text,theme,metre_simple,complexity_word,year,title
"

Как скученно жить в толпе.
Соскучился по Тебе.
По нашему Сууксу.
Тоскую. Такой закрут.

По курточке из лоскут,
которую мы с Тобой
купили на Оксфорд-street!.
Ты скажешь, что моросит...

Скучаю по моросьбе.
Весь саксаулочный Крым,
что скалит зубы в тепле,
не сравнится с теплом Твоим.
Соскучился по Тебе.

По взбалмошному леску
с шлагбаумовой каймой,
как по авиаписьму,
отосланному Тобой.

Соскучился по шажку,
запнувшемуся в дому.
Соскучился по соску
напрягшемуся Твоему.
Всю кучерскую Москву
ревную я потому,

что жили мы пять минут,
и снова опять во тьму!
И нас спасти не придут
ни Иешуа, ни Проку-...
Все яблочки из прейску-
червивые, точно Q.

Угу!
Я — совсем ку-ку!

Сейчас заскулю как су-
ка бескудниковская! Хочу
в замученные жемчу-
жины серых Твоих глазищ!

Ты тоже не возразишь,
что хочешь на Оксфорд-street.

Гитара в небе летит.

При чем она? А при том!
Сказал мне Андре Бретон
о том, что летит она, похожая на биде.

Паскуды! Пошли все на!..
Соскучился по Тебе.

Соскучился и т. п...
",Мотив полета,неклассический,простой,2006.0,СОСКУЧИЛСЯ
"Спаси нас, Господи, от новых арестов.
Наш Рим не варвары разбили грозные.
Спаси нас, Господи, от самоварварства,
от самоварварства спаси нас, Господи.

Как заяц, мчимся мы перед фарами,
но не чужие за нами гонятся!
Мы погибаем от самоварварства.
— От самоварварства спаси нас, Господи.

У нас не Демон украл Самару,
не панки съели страну, не гопники.
В публичных ариях, в домашних сварах
от самоварварства спаси наш госпиталь.
Не о себе сейчас разговариваю,
но и себя поминаю, Господи.

От мракобесья обереги нас,
от светлобесья избавь нас, Господи.
Новой победе самофракийской
не только крылья оставь, но — голову!..
Мне все же верится, Россия справится.
Есть просьба, Господи, еще одна —
пусть на обломках самоварварства
не пишут наши имена.

",Молитва,не указан,сложный,1989.0,...
"
Спасите черёмуху! Как в целлофаны,
деревья замотаны исчервлённые.
Вы в них целовались. Летят циферблаты.
Спасите черёмуху!
Вы, гонщики жизни в «Чероки» красивом,
ты, панк со щеками, как чашка Чехонина.
Мы без черёмухи — не Россия. Спасите черёмуху.
Зачем красоту пожирают никчёмные?!
К чему, некоммерческая черёмуха,
ты запахом рома дышала нам в щёки,
как тыщи волшебных капроновых щёточек!
Её, как заразу, как класс, вырубают
под смех зачумлённый.
Я из солидарности в белой рубахе
сутуло живу, как над речкой черёмуха.
Леса без черёмухи — склад древесины.
Черёмухи хочется! Так клавесину
Чайковского хочется. К вечеру сильно
и вкладчице «Чары», и тёлке в косынке,
несчастным в отсидке, и просто России,
опаутиненной до Охотского,
черёмухи хотца, черёмухи хотца...
Приду, обниму тебя за оградой,
но сердце прилипнет к сетям шелкопряда.
Шевелятся черви в душе очарованной...
Спасите черёмуху!
Придёт без черёмухи век очерёдный.
Себя мы сожрали, чмуры и чмурёнихи.
Лесную молитву спасите, черёмуху!
Спаситесь черёмухой.

",Мотив полета,не указан,сложный,1997.0,СПАСИТЕ ЧЕРЁМУХУ
"

Спи, родная. Как страшно время
Чуть трепещут от легких снов
под глазами юными тени —
тени будущих пятаков.

",Сон,не указан,сложный,,...
"

Один, среди полей бесполых
Иду под знаком Зодиака.
Была ты — чистой страсти сполох.
Национальностью — собака.

Вселившийся в собаку сполох
Меня облизывал до дыр.
И хвостик, как бездымный порох,
Нам жизни снизу озарил.

Хозяйка в черном, как испанка,
Стояла мертвенно бледна,
Собачий пепел в белой банке
Протягивала она.

Потоки слез не вытекали
Из серых, полных горя глаз
Они стояли вертикально,
Чтобы слеза не сорвалась!

Зарыли все, что было сполох,
у пастернаковских пенат.
Расспрашивал какой-то олух:
«Кто виноват?» — Бог виноват!

А завтра поутру, бледнея,
Вдруг в зеркале увидишь ты
Лик неспасенного шарпея
Проступит сквозь твои черты.

И на заборе, не базаря
Еще о внешности своей,
Роскошно вывел: «Я — борзая»
А надо было: «Я — шарпей».

Герой моих поэм невежа
Оставил пепел на меже
Между пенатами и Полем,
Полузастроенном уже.

Между инстинктом и сознаньем,
Как на чудовищных весах,
Меж созданным и Мирозданьем
Стоит собака «на часах».

Стоит в клещах и грязных спорах.
И уменьшаясь, как петит,
Самозабвенный черный сполох,
Все... по небу летит.

Меж вечностью, куда всем хочется,
И почвой — где помет крысиный,
Меж полной волей одиночество
И болью непереносимой.

Вот так-то, мой лохматый сполох.
Перетираются весы.
Как будто инфернальный Поллак
Измазал кровью небеси.

Не понимаю по-собачьи,
На русский не перевожу,
За пастернаковскою дачей
Я ежедневно прохожу.

Пусть будь что будет. Се ля ви.
Похороните как собаку
Меня, виновного в любви
К тебе одной и Пастернаку.

",Поле,не указан,сложный,2009.0,СПОЛОХ
"

Закарпатский лейтенант,
на плечах твоих погоны,
точно срезы по наклону
свежеспиленно слепят.

Не приносят новостей
твои новые хирурги,
век отпиливает руки,
если кверху их воздеть!

Если вскинуть к небесам
восхищенные ладони -
«Он сдается!» - задолдонят,
или скажут - «диверсант»...

Оттого-то лейтенант
точно трещина на сердце -
что соседи милосердно
принимают за талант.

Из закарпатского дневника

Я служил в листке дивизиона.
Польза от меня дискуссионна.
Я вел письма, правил опечатки.
Кто только в газету не писал -
горожане, воины, девчата,
отставной начпрод Нравоучатов...

Я всему признательно внимал.
Мне писалось. Начались ученья.
Мчались дни.
Получились строчки о Шевченко.
Опубликовали. Вот они:

Сквозь строй

И снится страшный сон Тарасу.
Кусищем воющего мяса
сквозь толпы, улицы,
гримасы,
сквозь жизнь, под барабанный вой,
сквозь строй ведут его, сквозь строй!
Ведут под коллективный вой:
«Кто плохо бьет — самих сквозь
		          строй».

Спиной он чувствует удары:
Правофланговый бьет удало.
Друзей усердных слышит глас:
«Прости, старик, не мы — так нас».

За что ты бьешь, дурак господен?
За то, что век твой безысходен!
Жена родила дурачка.
Кругом долги. И жизнь тяжка.

А ты за что, царек отечный?
За веру, что ли, за отечество?
За то, что перепил, видать?
И со страной не совладать?

А вы, эстет, в салонах куксясь?
(Шпицрутен в правой, в левой —
		       кукиш.)
За что вы столковались с ними?
Что смел я то, что вам не снилось?

«Я понимаю ваши боли, —
сквозь сон он думал, — мелкота,
мне не простите никогда,
что вы бездарны и убоги,
вопит на снеговых заносах
как сердце раненой страны
мое в ударах и занозах
мясное
месиво
спины!

Все ваши боли вымещая,
эпохой сплющенных калек,
люблю вас, люди, и прощаю.
Тебя я не прощаю, век.
Я верю — в будущем, потом...»
.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
Удар. В лицо сапог. Подъем.

",Прощение,не указан,простой,1960.0,СТАНСЫ
"Стихи не пишутся – случаются,
как чувства или же закат.
Душа – слепая соучастница.
Не написал – случилось так.

",Душа,классический,простой,1973.0,...
"

Есть и удача в неудаче.
Назло козлу и палачу
живу у Кочиной. Не плачу.
И за квартиру не плачу.
Скрипит о столик палисандровый
мое опальное перо.
Ах, золотые Александровы,
благодарю вас за добро.
Судьба такого нагребла!..
Придет 7-е ноября,
а с ним мой траурный наряд —
чем был, чем стал, чем быть бы рад.
Нельзя мне убежать от Брежнева.
Но и ему понять нельзя,
как чище бриллиантов брезжит
новосибирская роса!

Академгородок
",Фигура поэта,не указан,простой,1967.0,СТИХИ ИЗ ТАЙНИКА
"

Где пьют, там и бьют —
чашки, кружки об пол бьют.
Горшки - в черепки,
молодым под каблуки.
Брызжут чашки на куски:
чье-то счастье -
в черепки!

И ты в прозрачной юбочке,
юна, бела,дрожишь, как будто рюмочка
на краешке стола.

Горько! Горько!
Нелегкая игра.
За что? За горку
с набором серебра?

Где пьют, там и льют —
слезы, слезы, слезы льют...

",Мотив белого,не указан,простой,1956.0,СВАДЬБА
"

Вежды склоните к праху Сен-Жюста,
вежливо путайтесь в сопромате —
но сохраните
	свежие чувства,
свежие чувства
	в себе
		сохраняйте.

Пошлые рожи на наших просмотрах.
Пол и возраст — какая чушь!
Что отличает живых от мёртвых?
Свежесть чувств.

Ветерок тюльпанам головки треплет,
их язычки оближут вас.
Тысячи раз повторяется трепет
чувства близости в первый раз!

Рыночным чуркам вчерашние розы
может утром продать Шевчук.
Нету поэзии — нету прозы.
Свежесть чувств, говорю, свежесть чувств.

Утро начните стаканом
	эфира —
будешь до вечера
	быстр и шустр.
Для Ренаты поёт Земфира.
Свежесть чувств, говорю, свежесть чувств.
Всё не решусь я — всё не повешусь,
хотя традициям вроде не чужд.
Ты, изменяющая меня свежесть,
свежесть чувств, говорю, свежесть чувств.

Где-то на пригородном вокзале
я, очутившись, не отшучусь.
«Вы, гражданин, что-нибудь потеряли?» —
«Свежесть чувств, — говорю, — свежесть
	чувств».

",Любовная,не указан,сложный,2009.0,СВЕЖЕСТЬ ЧУВСТВ
"

Столбенею на мазутном полустанке.
К Севастополю несутся табуны —
мустанги,
одичавшие после войны.

Одичалый жеребец, чей дед контужен,
ну а бабушка гнедая оккупантка,
племенных кобыл уводит из конюшен.
Ну, мустанги!

Ну, мустанги! кто разграбил сахар в чайных,
ассигнации слизнул в районном банке?
Рыщет банда долгогривая мустангов.
Одичание.

Одичали над чаирами ничейными
и шиповниками стали розы чайные.
Одновременно с приручением
происходит рост одичания.
 
Поглядите в глаза дочерние,
что за джунглевые в них чаянья?
В век всеобщего обучения —
частный рост одичания.

А у чалого мустанга жизнь отчаянна,
как прокормишься под вьюгами крещенскими?
Приручение — одичание,
истребление — воскрешение.

Отслужили лошадям панихиду.
Неминуемый гол. Штанга!
Жизнь принюхивается ехидно
музыкальной ноздрей мустанга.

Милый, милый смешной дуралей,
паровоз допотопный кончится,
оказалась его удалей
первозданная мустанговая конница!

Их отстреливают охотники
ради конской колбасы воровато.
Не хватает сейчас Дон кихотов,
замещают их Росинанты.

Пейти крымское шампанское —
игристое, мускатное!
Не бейте крымских мустангов.
Скачите, мустанги!

",Время,неклассический,сложный,1975.0,ТАБУНЫ ОДИЧАНИЯ
"

таша говорю я на
низм ты говоришь кому
ыкант наливает муз
иноактриса пошла к
сотка улыбнулась кра
вать советует уби
лам сломалась жизнь nono

",Любовная,не указан,сложный,,...
"

Твои зубы смелы
в них усмешка ножа
и гудят как шмели
золотые глаза!

мы бредем от избушки
нам трава до ушей
ты пророчишь мне взбучку
от родных и друзей

ты отнюдь не монахиня
хоть в округе - скиты
бродят пчелы мохнатые
нагибая цветы

я не знаю - тайги
я не знаю — семьи
знаю только зрачки
знаю - зубы твои

на ромашках роса
как в буддийских пиалах
как она хороша
в длинных мочках фиалок

в каждой капельке-мочке
отражаясь мигая
ты дрожишь как Дюймовочка
только кверху ногами

ты — живая вода
на губах на листке
ты себя раздала
всю до капли — тайге.

",Прощение,не указан,сложный,1958,ТАЙГОЙ
"Тебе на локоть села стрекоза
и крыльями перебирает,—
как будто кожи близорукие глаза
спокойно стекла примеряют.

",Сон,неклассический,сложный,1988.0,...
"

Ты приехала на заработки
с Украины.
Ты готовишь мне утром завтрак
с укоризной.

Не с обидою,
но с укором —
представителю жизни сытной
за забором.

Почему к нам, ломая рельсы, —
смех сквозь стоны —
мчат китайцы, мордва, корейцы —
миллионы?

С ними, в маечке чемпионской,
из ненастья,
прилетела ты, журавлёночек,
голенастая.
Незамужняя, незалежная,
сердце мучая бесполезностью,
и здоровьем — не железная.

Чтоб меня уберечь, преступника,
от падения,
ты за мной неотступною
бродишь тенью.

Всем приятелям моим —
не бездарным! —
ты казалась соглядатаем,
жандармом.

Почему в многолюдстве хочется
абсолютного одиночества?

Странно мне:
больше свету?
Ты как тень на стене —
стены нету.

Когда в зеркале раскорячусь,
шарф надену,
вижу взгляд твой укоряющий
через стену.

Как два угля раскалённых
жгут мне спину.
Только скоро я, журавлёночек,
вас покину.

Улечу, где нет ни Останкина,
ни Ватикана.
Я уйду.
А ты, Тень, останешься
вертикально.

",Домашняя,не указан,сложный,2008.0,ТЕНЬ ВЕРТИКАЛЬНАЯ
"

Тенистый парк. Твои плеча.
Знакомства первая притирка.
И за стеною из плюща
звук теннисного мяча —
как откупорена бутылка.

",Домашняя,не указан,простой,1989,...
"

Тишины хочу, тишины...
Нервы, что ли, обожжены?
Тишины...
чтобы тень от сосны,
щекоча нас, перемещалась,
холодящая словно шалость,
вдоль спины, до мизинца ступни.
Тишины...

Звуки будто отключены.
Чем назвать твои брови с отливом?
Понимание —
молчаливо.
Тишины.

Звук запаздывает за светом.
Слишком часто мы рты разеваем.
Настоящее — наназываемо.
Надо жить ощущением, цветом.

Кожа тоже ведь человек,
с впечатленьями, голосами.
Для нее музыкально касанье,
как для слуха — поет соловей.

Как живется вам там, болтуны,
на низинах московских, аральских?
Горлопаны, не наорались?
Тишины...

Мы в другое погружены.
В ход природ неисповедимый.
И по едкому запаху дыма
мы поймем, что идут чабаны.

Значит, вечер. Вскипает приварок.
Они курят, как тени тихи.
И из псов, как из зажигалок,
Светят тихие языки.

",Стремление,неклассический,простой,1964.0,ТИШИНЫ!
"Тьма ежей любого роста
мне иголками грозила.
Я на дух надел напёрсток.
Жмёт, конечно. Но красиво.

",Мотив белого,не указан,простой,1998.0,...
"

Москва завалена арбузами.
Пахнуло волей без границ.
И веет силой необузданной
от возбужденных продавщиц.

Палатки. Гвалт. Платки девчат.
Хохочут. Сдачею стучат.
Ножи и вырезок тузы.
«Держи, хозяин, не тужи!»

Кому кавун? Сейчас расколется!
И так же сочны и вкусны
милиционерские околыши
и мотороллер у стены.

И так же весело и свойски,
как те арбузы у ворот —
земля мотается
в авоське
меридианов и широт!

",Сохранять и покидать,не указан,простой,1956.0,ТОРГУЮТ АРБУЗАМИ
"

Загляжусь ли на поезд с осенних откосов,
забреду ли в вечернюю деревушку —
будто душу высасывают насосом,
будто тянет вытяжка или вьюшка,
будто что-то случилось или случится —
ниже горла высасывает ключицы.

Или ноет какая вина запущенная?
Или женщину мучил — и вот наказанье?
Сложишь песню — отпустит, а дальше — пуще.

Показали дорогу, да путь заказали.
Точно тайный горб на груди таскаю —
тоска такая!

Я забыл, какие у тебя волосы,
я забыл, какое твое дыханье,
подари мне прощенье,
коли виновен,
а простивши — опять одари виною...

",Прощение,не указан,сложный,1967,ТОСКА
"

Америка по всем программам.
«На что способен Человек?»
В глазах — обломки чёрной рамы.
НЕ ПОНИМАЮ НИЧЕГО.
Всё это было не макетом,
не Голливуд на нас попёр.
Ревёт дымящийся Манхэттен,
как потерявший зуб бобёр.
Чей
самОлёт
вбит
в стену
кляксой?
Он тыщи жизней уволок.
Цивилизация в коллапсе.
Избави Бог! Избави Бог!
И трафик душ, спеша расстаться,
крутился зло и горячо.
Кому несут москвички астры?
Кому ещё?.. Кому ещё?..
И сероглазую студентку,
глазевшую на Пентагон,
оберегите, не заденьте!
Скорее, милая, бегом.
Есть вечность зла.
Есть свет и вечность.
Дышала, схожая с Тобой,
мучительная человечность —
какой ценой? какой ценой?
Цивилизация в коллапсе.
По тёмным лестницам кружа,
больную вынесли в коляске
с 68-го этажа.
Как здорово, что столько доноров.
У крови лидеры свои.
Смысл жизни не в рублях и долларах,
а на крови, а на крови.
Нам остаётся только тайна.
Осталась пыль. Остался гул
от сухопутного «Титаника»,
который в небе затонул
Большая кровь побила рейтинг
былых эпох. На что нам, Бог,
кровавого тысячелетия
непредсказуемый пролог?
Иное наступает время.
Иные слава и позор
ещё не ощутимы всеми.
Но счёт пошёл, но счёт пошёл.
Всё будет: счастье, мелодрамы,
успех, в любви — волюнтаризм.
Но в чёрной раме, в чёрной раме
на всю оставшуюся жизнь.

",Прошедшее,не указан,простой,2001.0,TRADE CENTER
"

Прощайте, три тома,
Вы синими родились.
Прощайте, три дома —
Жизнь — Смерть — Высь.

Бог, видно, прошляпил,
на вас ледерин не усек,
одел вас в оставшийся штапель,
ошибочной сини клочок!

Прощайте, три синих!
Кого я на вас подпишу?
Непереносимо,
что кто-то идет к стеллажу.

Спустя сто лет точно
возьмет гениальный сопляк,
сверкнув голубою пощечиной,
надписанный мной экземпляр...

Ты знаешь лишь черное небо,
космические корабли.
Возьми его в синих брикетах,
как я его видел с Земли.

Потомок, возьми три тома
земных надежд и потерь,
осыпавшемуся золотому
не верь. Только синему верь.

Пацан, в наших днях отрытых
найди свою мерку крыл,
как в лермонтовской палитре
Врубель себя открыл.

Я жил во всяких трясинах,
но небо я синим знал.
Прощайте, три синих!
Кто тройкой Россию назвал?

Зачем-то ведь Бог прошляпил,
одну звезду не учел —
одел ее в зрячий штапель,
такой одинокий зрачок.

Вы нас обогнали, сирых.
На телеэлементах гальюн.
Но поют ли вам Сирин,
Алконост, Гамаюн?

Когда ты их вынешь с полки,
то щелка небытия
откроется ровно на столько,
что жизнь занимала меня.

Куда вы, томы, девались?
Не дрейфь. Ты ищешь не тут.
Три синие «адидаса»
Москвой-рекою бегут.

Мужик, пробежимся с ними?
И что означает синь?
Я думаю — это Жизнь.

Живите, три синих!

",Прощение,не указан,простой,1984.0,Три синих
"


бедствующим!
Обрежешься об их лица.
Есть новая нация —
беженцы,
цыгане социализма.

Нет песен у этой нации.
И Нансена для них нет.
Погром,
не посаженный на цепь,
в их душах оставил след.

Россия бежит из Прибалтики.
Бежит из Баку Армения,
на Запад интеллигенция.
Бог покидает храмы -
пожертвуйте нации
беженцев!

А ты идешь по столице
с плакатом: «Мерси, Баку!» —
цыганочка социализма
с детишками на боку.

Пока мы в домах с этажерками
и не стряслось неизбежное,
беженцам хоть рубль пожертвуйте!
Пока мы сами не беженцы.

",Стремление,не указан,простой,1980,ЦЫГАНЕ СОЦИАЛИЗМА
"

Кругом тута и туя.
А что такое — Туля?

То ли турчанка -
тонкая талия?
То ли речонка -
горная,
талая?

То ли свистулька?
То ли козуля?
Туля!

Я ехал по Грузии,
грушевой, вешней,
среди водопадов
и белых черешней.

Чинары, чонгури,
цветущие персики
о маленькой Туле
свистали мне песенки.

Мы с ней не встречались.
И все, что успели,
столкнулись — расстались
на Руставели...

„ Туля! Туля!» Но свищут пичуги
в московском июле:
«Туит-
ту-ту-
туля!
Туля! Туля!»

",Мотив белого,не указан,простой,1958.0,ТУЛЯ
"
Ты еще не подруга, но уже не сестра.
Дай мне
три километра
твоего волшебного времени
от Арбата и до двух утра.

Ты причислена к клубу лучших женщин
планеты.
Все в жизни сдвинулось.
Границ нет.
Меж наших плечей сияют просветы —
от сантиметра до тысячи лет.

Твоя серая кепочка — как жареный фисташек,
где чуть-чуть расщеплена,
как клювик,
скорлупа...
Как щебечет жизнь твоя на дистанции
от Данте до Киевского моста!

",Фигура женщины,не указан,сложный,1980,...
"Ты чувствуешь, как расправляется
лицо, уставшее от fucking?
Так утром снова распрямляются
дождём побитые фиалки.

",Длань,не указан,простой,2008.0,...
"Ты мне никогда не снишься.
Живу Тобой наяву.
Снится все остальное.
И это дурные сны.

Спишь на подушке ситчика.
Вся загорела слишком.
Дышит, как чайное ситечко,
выбритая подмышка.

Набережная Софийская!
Двери балконной скрип.
Медвяная метафизика
пахнущих Тобой лип.",Сон,неклассический,простой,1982.0,...
"Ты с теткой живешь. Она учит канцоны,
чихает и носит мужские кальсоны.
Как мы ненавидим проклятую ведьму!..

Мы дружим с овином, как с добрым
			        медведем.
Он греет нас, будто пичугу за пазухой.
И пасекой пахнет.
А в Суздале - Пасха!
А в Суздале сутолока, смех, воронье.

Ты в щеки мне шепчешь про детство твое.
То сельское детство, где солнце и кони,
и соты сияют, как будто иконы.
Тот отблеск медовый на косах твоих...

В России живу — меж снегов и святых!

",Снег,не указан,простой,1958.0,...
"Ты вышла на берег и села со мною,
спиною шурша.
Когда ж на плечах твоих высохло море,
из моря ты вышла - и в море ушла.

С тобой я проплыл, проводив до предела,
как встарь — до угла.
Примеривши море на длинное тело,
из моря ты вышла - и в море ушла.

Я помню, как после купания долгого
в опавших подушечках пальцы твои
опять расправлялись упругими дольками,
от солнца наполнившись и любви...

Потом облака золотели от зноя.
И сонное солнце в Элладу ушло.
И лебедю Леда, поправив рукою,
сунет голову под крыло.

Тебя потеряли дозорные вышки.
Вода погремушкой застряла в ушах.
Ко мне обернулись зеленью вспышки —
из моря ты вышла — и в море ушла.

",Морская,не указан,сложный,1980,...
"
И от наших запутанных дней
два стежка проступили над веной,
слава богу, над ней.

И чем больше рука загорает
и откинется в счастье рука,
все яснее на ней проступают
два спокойных и скользких шнурка.

",Длань,не указан,сложный,1980,...
"У речки-игруньи
у горной глазури
березы
           в Ингури
березы
           в Ингури
как портики храма
колонками в ряд
прозрачно и прямо
березы стоят

как после разлуки
я в рощу вхожу
раскидываю руки
до ночи
            лежу

сумерки сгущаются
надо мной
                белы
качаются смещаются
прозрачные стволы

вот так светло и прямо
по трассе круговой
стоят
         прожекторами
салюты над Москвой

",Мотив белого,не указан,сложный,1958,...
"

на деревьях висит тай
очки сели на кебаб
лучше вовсе бросить шко
Боже отпусти на не

ель наденет платье диз
фаны видят мой наф-на
и на крыше нафтали
Боже отпусти на не

не мелодия для масс
чево публику пуга
Зыкина анти му-му
Боже отпусти на не

тятя тятя наши се
цаца папа ца мертве
Леннона проходят в шко
Господи пусти на не

до свидания бельмон
инактриса пошла к
зонцы выбирают барби
Нику дали шизофре

рновскую вкушают СМИ
ад пусти меня на зап
да хотя бы в пику
enthusiasm это kitch

оба сели в свои вольв
мент проверил их доку
оказались безрабо

ердие безрукой Милос
тронь фонариком мне ну
много в человеке те

политически ужо
единенье кажный раз
сколько жён/ударов в мин
я кричу что гибнет Росси

Боже отпусти на не

лампа-жизнь разбилась попо
ты не оправдала меч

Боже отпусти на не


",Прощение,не указан,сложный,1997,УЛЁТ 1
"

Уже, наверно, час тому, как
рассвет означит на стене
ряды улиточек-домушниц
с кибиточками на спине.

Магометанские моллюски,
их продвиженье — не иллюзия.
И, как полосочки слюды,
за ними тянутся следы.

Они с катушкой скотча схожи,
как будто некая рука
оклеивает тайным скотчем
дома и судьбы на века.

С какой решительностью тащат —
без них, наверно б, мир зачах —
домов, замужеств, башен тяжесть
на слабых влажных язычках!

Я погружен в магометанство,
секунды протяженьем в год,
где незаметна моментальность
и видно, как гора идет.

Эпохой, может, и побрезгуют.
Но миллиметра не простят.
Посылки клеят до востребования.

Куда летим? Кто адресат?

",Стремление,не указан,сложный,1969.0,УЛИТКИ-ДОМУШНИЦЫ
"Ушла душа. Земле до лампочки.
С тобой с Земли исчезли ландыши.

",Сохранять и покидать,не указан,простой,1980,...
"

I

по захолустьям жизни забитой —
будто находишься в устье предчувствий,
переходящем в море событий.

Все, что оплакал, сбывается бедственно.
Ночью привидится с другом разлука.
Чувство имеет обратное действие.
Утром приедешь — нет его, друга.

Утро приходит за кукареканьем.
О, не летайте тем самолетом!
Будто сначала пишется реквием,
а уж потом все идет как по нотам.

Все мои споры ложатся на решку.
Думать опасно.
Только подумаю, что ты порежешься, —
Боже! — вбежала с порезанным пальцем.

Ладно, когда б это было предвиденьем.
Самая мысль вызывает крушенье.
Только не думайте перед вылетом!
Не сомневайтесь в друге душевном!

Не сомневайтесь, не сомневайтесь
в самой последней собаке на свете.
Чувством верните ее из невнятиц —
чтоб не увидеть ногтей синеватых —
верьте...

2
Шел я вдоль русла какой-то речушки,
грустью гонимый. Когда же очухался,
время стемнело. Слышались листья:
«Мы — мысли!»
Пар подымался с притоков речушки:
«Мы — чувства!»

Я заблудился, что было прискорбно.
Степь начиналась. Идти стало трудно.
Суслик выглядывал перископом
силы подземной и непробудной.

Вышел я к морю. И было то море —
как повторенье гравюры забытой —
фантасмагория на любителя! —
волны людей были гроздьями горя,
в хоре утопших, утопий и мора
город порхал электрической молью,
трупы истории, как от слабительного,
смыло простором любви и укора.
Море моею питалось рекою.
Чувство предшествовало событью.

Круглое море на реку надето,
будто на ствол крона шумного лета,
или на руку боксера перчатка,
или на флейту Моцарт печальный,
или на душу тела личина —
чувство являлось первопричиной.

«Друг, мы находимся в устье с тобою,
в устье предчувствий —
там, где речная сольется с мирскою,
выпей из устья!

Видишь, монетки в небе мигают.
Звезды зовутся.
Эти монетки бросил Гагарин,
чтобы обратно в небо вернуться...»

Что это было? Мираж над пучиной?
Или замкнулся с душой мировою?
Что за собачья эта кручина —
чуять, вернее, являться причиной?..
И окружающим мука со мною.

",Морская,не указан,сложный,1980,УСТЬЕ
"Утром вставши, порубавши,
духи бешенства и огня
как смирительную рубашку
натягивают меня.

Сколько мужества, сколько муки
в этой близости роковой!
Волосатые чьи-то руки
из моих торчат рукавов.

Скажу милостивым государям:
собирателен мой удар.
Кто скрывается за ударом —
Маяковский или Ронсар?

Через гойевские «Капричос»
просвечивал правды клык.
Сквозь сегодняшние «Кирпичики»
просвечивает мой крик.

",Длань,не указан,сложный,2008.0,...
"

Нет у поэтов отчества.
Творчество — это отрочество.

Ходит он — синеокий,
гусельки на весу,
очи его — как окуни
или окно в весну.

Он неожидан, как фишка.
Ветреней, точно март...
Нет у поэта финиша.
Творчество — это старт.

",Фигура поэта,не указан,простой,1957.0,В. Б.
"В нас Рим и Азия смыкаются.
Мы истеричны и странны.
Мы стали экономикадзе
самоубийственной страны.

",Территориальная,не указан,простой,1997.0,...
"

	3. Б.

В дождь как из Ветхого завета
мы с удивительным детиной
плечом толкали из кювета
забуксовавшую машину.
В нем русское благообразье
шло к византийской ипостаси.
В лицо машина била грязью
за то, что он ее вытаскивал.
Из-под подфарника пунцового
брандспойтово хлестала жижа.
Ну и колеса пробуксовывали,
казалось, что не хватит жизни!
Всего не помню, был незряч я
от этой грязи молодецкой.
Хозяин дачи близлежащей
нам чинно вынес полотенца.
Спаситель отмывался, терся,
отшучивался, балагуря.
И неумелая шоферша
была лиха и белокура.
Нас высадили у заставы,
на перекрестке мокрых улиц.
Я влево уходил, он вправо,
дороги наши разминулись.

",Стремление,не указан,сложный,1972.0,В непогоду
